,Simbolo,Volumen Negociación,Precio Ponderado,Precio Apertura,Precio Cierre,Precio Alto,Precio Bajo,Fecha,Transacciones
103,TSLA,77247963.0,249.0146,251.72,246.79,257.3267,243.64,2022-06-01 04:00:00,663698
104,TSLA,93473118.0,256.9871,244.1567,258.3333,264.21,242.0667,2022-06-02 04:00:00,762172
105,TSLA,112393737.0,238.4253,243.225,234.5167,247.7966,233.4178,2022-06-03 04:00:00,1099909
106,TSLA,84204522.0,238.7857,244.3533,238.28,244.8667,234.35,2022-06-06 04:00:00,751095
107,TSLA,72790647.0,236.7132,234.0,238.8867,239.9967,230.0933,2022-06-07 04:00:00,641259
108,TSLA,76090620.0,244.901,240.0867,241.8667,249.9633,239.1767,2022-06-08 04:00:00,683898
109,TSLA,96292407.0,247.6278,249.34,239.7067,255.5466,239.3267,2022-06-09 04:00:00,876379
110,TSLA,98060898.0,232.6588,235.1567,232.23,239.5,227.9133,2022-06-10 04:00:00,974758
111,TSLA,102767262.0,219.0915,223.1667,215.7367,226.6333,214.6833,2022-06-13 04:00:00,1042431
112,TSLA,97979796.0,218.7592,218.2867,220.89,226.33,211.7367,2022-06-14 04:00:00,805382
113,TSLA,119115135.0,227.9185,220.9167,233.0,235.6633,218.15,2022-06-15 04:00:00,894423
114,TSLA,107390670.0,215.7674,222.7367,213.1,225.1667,208.6933,2022-06-16 04:00:00,979352
115,TSLA,92138970.0,216.8353,213.4333,216.76,220.9694,213.1967,2022-06-17 04:00:00,673263
116,TSLA,122792955.0,237.601,224.6033,237.0367,243.5774,224.3333,2022-06-21 04:00:00,1004686
117,TSLA,101527260.0,239.5573,234.5033,236.0867,246.8333,233.8267,2022-06-22 04:00:00,758537
118,TSLA,104202678.0,234.0531,237.905,235.07,239.3167,228.6367,2022-06-23 04:00:00,795535
119,TSLA,94900695.0,243.4815,237.4683,245.7067,246.0667,236.0867,2022-06-24 04:00:00,684994
120,TSLA,89178312.0,246.1282,249.3667,244.92,252.07,242.5655,2022-06-27 04:00:00,681102
121,TSLA,90661461.0,239.5313,244.4833,232.6633,249.97,232.3433,2022-06-28 04:00:00,777804
122,TSLA,82897254.0,226.2679,230.5,228.49,231.1733,222.2733,2022-06-29 04:00:00,735896
123,TSLA,94150452.0,224.8518,224.51,224.4733,229.4567,218.8633,2022-06-30 04:00:00,761005
124,TSLA,74460444.0,225.5937,227.0,227.2633,230.23,222.12,2022-07-01 04:00:00,624916
125,TSLA,84779112.0,224.8749,223.0,233.0667,233.1467,216.1667,2022-07-05 04:00:00,783238
126,TSLA,71853630.0,230.4281,230.78,231.7333,234.5633,227.1867,2022-07-06 04:00:00,603510
127,TSLA,81930690.0,241.3002,233.92,244.5433,245.3617,232.21,2022-07-07 04:00:00,699835
128,TSLA,101854086.0,250.1468,242.3333,250.7633,254.98,241.1614,2022-07-08 04:00:00,825388
129,TSLA,99509220.0,239.3195,252.1033,234.3433,253.0633,233.6267,2022-07-11 04:00:00,875138
